dataset,bodyId,type,instance,annotation_bodypart,subclass,superclass,somaSide,somaNeuromere,exitNerve,statusLabel,target_muscle,joint,anatomical_or_literature_action,action_mapping_status,evidence_source,evidence_table,limits,physiological_record_of_this_bodyId,incoming_edges,incoming_weight,top_3_presynaptic_bodies
male-cns:v1.0,903159,Tr flexor MN,Tr flexor MN_L,中脚筋群,ml,vnc_motor,L,T2,MesoLN,Reviewed,Tr flexor MN,coxa-trochanter,flexion,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A7-A8 pp24-26,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,660,6212,"[{""bodyId"": ""800236"", ""type"": ""IN19A008"", ""superclass"": ""vnc_intrinsic"", ""weight"": 379}, {""bodyId"": ""801495"", ""type"": ""IN21A015"", ""superclass"": ""vnc_intrinsic"", ""weight"": 338}, {""bodyId"": ""800837"", ""type"": ""IN19B012"", ""superclass"": ""vnc_intrinsic"", ""weight"": 320}]"
male-cns:v1.0,903298,Acc. ti flexor MN,Acc. ti flexor MN_L,前脚筋群,fl,vnc_motor,L,T1,ProLN,Reviewed,Acc. ti flexor MN,femur-tibia,flexion,anatomical_action_inferred,Azevedo 2024 Appendix A1 pp3-4; A13-A14 pp34-37,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,486,2445,"[{""bodyId"": ""801036"", ""type"": ""IN19A030"", ""superclass"": ""vnc_intrinsic"", ""weight"": 143}, {""bodyId"": ""801718"", ""type"": ""IN13B012"", ""superclass"": ""vnc_intrinsic"", ""weight"": 116}, {""bodyId"": ""801886"", ""type"": ""IN20A.22A029"", ""superclass"": ""vnc_intrinsic"", ""weight"": 59}]"
male-cns:v1.0,903363,Ti flexor MN,Ti flexor MN_R,中脚筋群,ml,vnc_motor,R,T2,MesoLN,Reviewed,Ti flexor MN,femur-tibia,flexion,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A12 pp32-33,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,125,363,"[{""bodyId"": ""800857"", ""type"": ""IN21A002"", ""superclass"": ""vnc_intrinsic"", ""weight"": 32}, {""bodyId"": ""902551"", ""type"": ""IN03A004"", ""superclass"": ""vnc_intrinsic"", ""weight"": 28}, {""bodyId"": ""800905"", ""type"": ""IN14A004"", ""superclass"": ""vnc_intrinsic"", ""weight"": 15}]"
male-cns:v1.0,903508,MNml81,MNml81_L,中脚筋群,ml,vnc_motor,L,T2,MesoLN,Reviewed,,unknown,unknown,muscle_unresolved,no_named_muscle_type,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。 旧MANC標的とのラベル差あり。legs/legacy_target_differences.csv参照。,not_measured,725,7011,"[{""bodyId"": ""903801"", ""type"": ""INXXX083"", ""superclass"": ""vnc_intrinsic"", ""weight"": 257}, {""bodyId"": ""800124"", ""type"": ""IN19A019"", ""superclass"": ""vnc_intrinsic"", ""weight"": 215}, {""bodyId"": ""800483"", ""type"": ""IN03A007"", ""superclass"": ""vnc_intrinsic"", ""weight"": 212}]"
male-cns:v1.0,903579,Tr flexor MN,Tr flexor MN_L,中脚筋群,ml,vnc_motor,L,T2,MesoLN,Reviewed,Tr flexor MN,coxa-trochanter,flexion,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A7-A8 pp24-26,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,41,72,"[{""bodyId"": ""800820"", ""type"": ""IN09B008"", ""superclass"": ""vnc_intrinsic"", ""weight"": 6}, {""bodyId"": ""804940"", ""type"": ""IN09A012"", ""superclass"": ""vnc_intrinsic"", ""weight"": 6}, {""bodyId"": ""800483"", ""type"": ""IN03A007"", ""superclass"": ""vnc_intrinsic"", ""weight"": 4}]"
male-cns:v1.0,903642,Sternal posterior rotator MN,Sternal posterior rotator MN_R,後脚筋群,hl,vnc_motor,R,T3,MetaLN,Reviewed,Sternal posterior rotator MN,thorax-coxa,coxa_posterior_movement_or_axial_rotation,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A4 pp18-19,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,685,8098,"[{""bodyId"": ""800596"", ""type"": ""IN19A003"", ""superclass"": ""vnc_intrinsic"", ""weight"": 352}, {""bodyId"": ""903665"", ""type"": ""IN09A010"", ""superclass"": ""vnc_intrinsic"", ""weight"": 290}, {""bodyId"": ""802985"", ""type"": ""IN19A022"", ""superclass"": ""vnc_intrinsic"", ""weight"": 270}]"
male-cns:v1.0,903643,Sternal posterior rotator MN,Sternal posterior rotator MN_R,後脚筋群,hl,vnc_motor,R,T3,MetaLN,Reviewed,Sternal posterior rotator MN,thorax-coxa,coxa_posterior_movement_or_axial_rotation,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A4 pp18-19,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,894,8765,"[{""bodyId"": ""800596"", ""type"": ""IN19A003"", ""superclass"": ""vnc_intrinsic"", ""weight"": 339}, {""bodyId"": ""803828"", ""type"": ""IN19A016"", ""superclass"": ""vnc_intrinsic"", ""weight"": 196}, {""bodyId"": ""807848"", ""type"": ""IN08A047"", ""superclass"": ""vnc_intrinsic"", ""weight"": 189}]"
male-cns:v1.0,903679,MNad67,MNad67_L,腹部筋群,ad,vnc_motor,L,A8,AbNT,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,755,8259,"[{""bodyId"": ""802528"", ""type"": ""INXXX297"", ""superclass"": ""vnc_intrinsic"", ""weight"": 160}, {""bodyId"": ""801016"", ""type"": ""INXXX246"", ""superclass"": ""vnc_intrinsic"", ""weight"": 156}, {""bodyId"": ""802352"", ""type"": ""INXXX228"", ""superclass"": ""vnc_intrinsic"", ""weight"": 153}]"
male-cns:v1.0,903689,Sternal anterior rotator MN,Sternal anterior rotator MN_L,中脚筋群,ml,vnc_motor,L,T2,MesoLN,Reviewed,Sternal anterior rotator MN,thorax-coxa,coxa_anterior_movement,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A3 p17,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,922,12256,"[{""bodyId"": ""800032"", ""type"": ""IN21A001"", ""superclass"": ""vnc_intrinsic"", ""weight"": 791}, {""bodyId"": ""800511"", ""type"": ""IN08A006"", ""superclass"": ""vnc_intrinsic"", ""weight"": 381}, {""bodyId"": ""802498"", ""type"": ""IN21A013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 377}]"
male-cns:v1.0,903844,MNml80,MNml80_R,中脚筋群,ml,vnc_motor,R,T2,MesoLN,Reviewed,,unknown,unknown,muscle_unresolved,no_named_muscle_type,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。 旧MANC標的とのラベル差あり。legs/legacy_target_differences.csv参照。,not_measured,651,5391,"[{""bodyId"": ""801794"", ""type"": ""IN13B012"", ""superclass"": ""vnc_intrinsic"", ""weight"": 267}, {""bodyId"": ""905262"", ""type"": ""IN19A030"", ""superclass"": ""vnc_intrinsic"", ""weight"": 232}, {""bodyId"": ""800546"", ""type"": ""IN13A009"", ""superclass"": ""vnc_intrinsic"", ""weight"": 154}]"
male-cns:v1.0,903852,hg3 MN,hg3 MN_R,翅・胸部筋群,wm,vnc_motor,R,T2,ADMN,Reviewed,fourth axillary hg3 / iv3,,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,exact_type_label_bridge,MANC;AZE24;EHR23,data/nonleg_muscle_evidence.csv,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。,not_measured,1228,14188,"[{""bodyId"": ""803760"", ""type"": ""IN03A011"", ""superclass"": ""vnc_intrinsic"", ""weight"": 355}, {""bodyId"": ""800814"", ""type"": ""IN19B007"", ""superclass"": ""vnc_intrinsic"", ""weight"": 313}, {""bodyId"": ""803805"", ""type"": ""IN06B047"", ""superclass"": ""vnc_intrinsic"", ""weight"": 255}]"
male-cns:v1.0,904184,Sternal adductor MN,Sternal adductor MN_L,後脚筋群,hl,vnc_motor,L,T3,MetaLN,Reviewed,Sternal adductor MN,thorax-coxa,coxa_medial_movement,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A3 p17,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,452,2927,"[{""bodyId"": ""800894"", ""type"": ""IN21A009"", ""superclass"": ""vnc_intrinsic"", ""weight"": 84}, {""bodyId"": ""807213"", ""type"": ""IN08A022"", ""superclass"": ""vnc_intrinsic"", ""weight"": 83}, {""bodyId"": ""808202"", ""type"": ""IN08A043"", ""superclass"": ""vnc_intrinsic"", ""weight"": 73}]"
male-cns:v1.0,904657,Sternotrochanter MN,Sternotrochanter MN_L,中脚筋群,ml,vnc_motor,L,T2,MesoLN,Reviewed,Sternotrochanter MN,coxa-trochanter,extension,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A6 pp22-23,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,1383,14702,"[{""bodyId"": ""801106"", ""type"": ""IN16B020"", ""superclass"": ""vnc_intrinsic"", ""weight"": 535}, {""bodyId"": ""800756"", ""type"": ""IN20A.22A001"", ""superclass"": ""vnc_intrinsic"", ""weight"": 339}, {""bodyId"": ""801146"", ""type"": ""IN20A.22A001"", ""superclass"": ""vnc_intrinsic"", ""weight"": 325}]"
male-cns:v1.0,904990,MNad62,MNad62_R,腹部筋群,ad,vnc_motor,R,A8,AbNT,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,446,7323,"[{""bodyId"": ""801265"", ""type"": ""INXXX217"", ""superclass"": ""vnc_intrinsic"", ""weight"": 253}, {""bodyId"": ""801730"", ""type"": ""INXXX217"", ""superclass"": ""vnc_intrinsic"", ""weight"": 243}, {""bodyId"": ""47170"", ""type"": ""INXXX217"", ""superclass"": ""vnc_intrinsic"", ""weight"": 212}]"
male-cns:v1.0,905145,Fe reductor MN,Fe reductor MN_R,中脚筋群,ml,vnc_motor,R,T2,MesoLN,Reviewed,Fe reductor MN,trochanter-femur,unknown,named_muscle_action_unresolved,Azevedo 2024 Appendix A1 p3; A10 pp29-30,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,372,3086,"[{""bodyId"": ""805054"", ""type"": ""IN03A024"", ""superclass"": ""vnc_intrinsic"", ""weight"": 110}, {""bodyId"": ""801882"", ""type"": ""IN01A015"", ""superclass"": ""vnc_intrinsic"", ""weight"": 106}, {""bodyId"": ""801552"", ""type"": ""IN19A016"", ""superclass"": ""vnc_intrinsic"", ""weight"": 93}]"
male-cns:v1.0,905210,MNnm11,MNnm11_L,頸筋群,nm,vnc_motor,L,T1,DProN,Reviewed,unassigned,,頸部注釈のみ。具体的筋/作用未同定,annotation_only,GOR24;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,435,7852,"[{""bodyId"": ""26916"", ""type"": ""AN18B023"", ""superclass"": ""ascending_neuron"", ""weight"": 369}, {""bodyId"": ""514489"", ""type"": ""DNg49"", ""superclass"": ""descending_neuron"", ""weight"": 307}, {""bodyId"": ""12787"", ""type"": ""DNge033"", ""superclass"": ""descending_neuron"", ""weight"": 301}]"
male-cns:v1.0,905235,Acc. ti flexor MN,Acc. ti flexor MN_R,中脚筋群,ml,vnc_motor,R,T2,MesoLN,Reviewed,Acc. ti flexor MN,femur-tibia,flexion,anatomical_action_inferred,Azevedo 2024 Appendix A1 pp3-4; A13-A14 pp34-37,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,444,3162,"[{""bodyId"": ""800857"", ""type"": ""IN21A002"", ""superclass"": ""vnc_intrinsic"", ""weight"": 176}, {""bodyId"": ""801097"", ""type"": ""IN21A003"", ""superclass"": ""vnc_intrinsic"", ""weight"": 166}, {""bodyId"": ""800896"", ""type"": ""IN09A002"", ""superclass"": ""vnc_intrinsic"", ""weight"": 105}]"
male-cns:v1.0,905236,MNml80,MNml80_R,中脚筋群,ml,vnc_motor,R,T2,MesoLN,Reviewed,,unknown,unknown,muscle_unresolved,no_named_muscle_type,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。 旧MANC標的とのラベル差あり。legs/legacy_target_differences.csv参照。,not_measured,224,907,"[{""bodyId"": ""905262"", ""type"": ""IN19A030"", ""superclass"": ""vnc_intrinsic"", ""weight"": 40}, {""bodyId"": ""801794"", ""type"": ""IN13B012"", ""superclass"": ""vnc_intrinsic"", ""weight"": 38}, {""bodyId"": ""10734"", ""type"": ""DNg93"", ""superclass"": ""descending_neuron"", ""weight"": 35}]"
male-cns:v1.0,905421,Pleural remotor/abductor MN,Pleural remotor/abductor MN_L,中脚筋群,ml,vnc_motor,L,T2,MesoLN,Reviewed,Pleural remotor/abductor MN,thorax-coxa,coxa_posterior_and_lateral_movement,anatomical_action_inferred,Azevedo 2024 Appendix A1 p2; A4 pp18-19,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,728,7798,"[{""bodyId"": ""902427"", ""type"": ""IN19A013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 305}, {""bodyId"": ""800461"", ""type"": ""IN19A003"", ""superclass"": ""vnc_intrinsic"", ""weight"": 185}, {""bodyId"": ""801787"", ""type"": ""IN19A016"", ""superclass"": ""vnc_intrinsic"", ""weight"": 182}]"
male-cns:v1.0,905487,ltm MN,ltm MN_R,中脚筋群,ml,vnc_motor,R,T2,MesoLN,Reviewed,ltm MN,long_tendon,long_tendon_pull_muscle1_or2_unresolved,anatomical_action_inferred,Azevedo 2024 Appendix A1 p4; A15-A16 pp38-40,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,195,800,"[{""bodyId"": ""804163"", ""type"": ""IN03A071"", ""superclass"": ""vnc_intrinsic"", ""weight"": 42}, {""bodyId"": ""801876"", ""type"": ""IN14A009"", ""superclass"": ""vnc_intrinsic"", ""weight"": 40}, {""bodyId"": ""800097"", ""type"": ""IN14A002"", ""superclass"": ""vnc_intrinsic"", ""weight"": 33}]"
male-cns:v1.0,905559,MNml79,MNml79_R,中脚筋群,ml,vnc_motor,R,T2,MesoLN,Reviewed,,unknown,unknown,muscle_unresolved,no_named_muscle_type,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。 旧MANC標的とのラベル差あり。legs/legacy_target_differences.csv参照。,not_measured,267,1143,"[{""bodyId"": ""800918"", ""type"": ""IN19A029"", ""superclass"": ""vnc_intrinsic"", ""weight"": 53}, {""bodyId"": ""802303"", ""type"": ""IN14A011"", ""superclass"": ""vnc_intrinsic"", ""weight"": 45}, {""bodyId"": ""801308"", ""type"": ""IN10B014"", ""superclass"": ""vnc_intrinsic"", ""weight"": 39}]"
male-cns:v1.0,905584,MNad66,MNad66_R,腹部筋群,ad,vnc_motor,R,A8,AbNT,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,673,8874,"[{""bodyId"": ""907237"", ""type"": ""INXXX317"", ""superclass"": ""vnc_intrinsic"", ""weight"": 262}, {""bodyId"": ""809580"", ""type"": ""INXXX275"", ""superclass"": ""vnc_intrinsic"", ""weight"": 260}, {""bodyId"": ""800166"", ""type"": ""INXXX149"", ""superclass"": ""vnc_intrinsic"", ""weight"": 216}]"
male-cns:v1.0,905586,Acc. tr flexor MN,Acc. tr flexor MN_R,後脚筋群,hl,vnc_motor,R,T3,MetaLN,Reviewed,Acc. tr flexor MN,coxa-trochanter,flexion,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A9 pp27-28,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,277,967,"[{""bodyId"": ""800345"", ""type"": ""IN16B016"", ""superclass"": ""vnc_intrinsic"", ""weight"": 71}, {""bodyId"": ""800127"", ""type"": ""IN19A008"", ""superclass"": ""vnc_intrinsic"", ""weight"": 48}, {""bodyId"": ""800624"", ""type"": ""IN13B010"", ""superclass"": ""vnc_intrinsic"", ""weight"": 33}]"
male-cns:v1.0,905617,MNnm09,MNnm09_L,頸筋群,nm,vnc_motor,L,T1,DProN,Reviewed,unassigned,,頸部注釈のみ。具体的筋/作用未同定,annotation_only,GOR24;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,411,5104,"[{""bodyId"": ""12485"", ""type"": ""DNge125"", ""superclass"": ""descending_neuron"", ""weight"": 216}, {""bodyId"": ""514489"", ""type"": ""DNg49"", ""superclass"": ""descending_neuron"", ""weight"": 166}, {""bodyId"": ""803521"", ""type"": ""IN02A007"", ""superclass"": ""vnc_intrinsic"", ""weight"": 143}]"
male-cns:v1.0,905661,Tr extensor MN,Tr extensor MN_R,後脚筋群,hl,vnc_motor,R,T3,MetaLN,Reviewed,Tr extensor MN,coxa-trochanter,extension,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A6 pp22-23,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,348,1507,"[{""bodyId"": ""800340"", ""type"": ""IN08A002"", ""superclass"": ""vnc_intrinsic"", ""weight"": 75}, {""bodyId"": ""902504"", ""type"": ""IN01A015"", ""superclass"": ""vnc_intrinsic"", ""weight"": 48}, {""bodyId"": ""802046"", ""type"": ""IN13B006"", ""superclass"": ""vnc_intrinsic"", ""weight"": 45}]"
male-cns:v1.0,905709,MNad55,MNad55_R,腹部筋群,ad,vnc_motor,R,A9,AbNT,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,351,2897,"[{""bodyId"": ""801242"", ""type"": ""INXXX167"", ""superclass"": ""vnc_intrinsic"", ""weight"": 136}, {""bodyId"": ""902304"", ""type"": ""INXXX167"", ""superclass"": ""vnc_intrinsic"", ""weight"": 110}, {""bodyId"": ""904121"", ""type"": ""INXXX077"", ""superclass"": ""vnc_intrinsic"", ""weight"": 91}]"
male-cns:v1.0,905792,MNhl01,MNhl01_R,後脚筋群,hl,vnc_motor,R,T3,AbN1,Reviewed,,unknown,unknown,muscle_unresolved,no_named_muscle_type,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。 旧MANC標的とのラベル差あり。legs/legacy_target_differences.csv参照。,not_measured,1086,8432,"[{""bodyId"": ""800446"", ""type"": ""IN13A009"", ""superclass"": ""vnc_intrinsic"", ""weight"": 258}, {""bodyId"": ""800133"", ""type"": ""IN17A017"", ""superclass"": ""vnc_intrinsic"", ""weight"": 202}, {""bodyId"": ""800291"", ""type"": ""IN13A001"", ""superclass"": ""vnc_intrinsic"", ""weight"": 179}]"
male-cns:v1.0,905849,Tergotr. MN,Tergotr. MN_R,後脚筋群,hl,vnc_motor,R,T3,AbN1,Reviewed,Tergotr. MN,coxa-trochanter,extension,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A5 pp20-21,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,975,9451,"[{""bodyId"": ""800291"", ""type"": ""IN13A001"", ""superclass"": ""vnc_intrinsic"", ""weight"": 290}, {""bodyId"": ""800446"", ""type"": ""IN13A009"", ""superclass"": ""vnc_intrinsic"", ""weight"": 287}, {""bodyId"": ""800133"", ""type"": ""IN17A017"", ""superclass"": ""vnc_intrinsic"", ""weight"": 244}]"
male-cns:v1.0,905928,Tr flexor MN,Tr flexor MN_R,後脚筋群,hl,vnc_motor,R,T3,MetaLN,Reviewed,Tr flexor MN,coxa-trochanter,flexion,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A7-A8 pp24-26,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,774,5202,"[{""bodyId"": ""800127"", ""type"": ""IN19A008"", ""superclass"": ""vnc_intrinsic"", ""weight"": 182}, {""bodyId"": ""800879"", ""type"": ""IN19B012"", ""superclass"": ""vnc_intrinsic"", ""weight"": 149}, {""bodyId"": ""555457"", ""type"": ""DNge079"", ""superclass"": ""descending_neuron"", ""weight"": 139}]"
male-cns:v1.0,906003,MNhm43,MNhm43_R,平均棍筋群,hm,vnc_motor,R,T3,AbN1,Reviewed,haltere basalar hb1 or hb2 (unordered pair),,平均棍操舵,unordered_muscle_pair,MANC;EHR23,data/nonleg_muscle_evidence.csv,hb1/hb2のどちらを各型が支配するかは未決。MANC49582は両型に重複対応。,not_measured,567,5233,"[{""bodyId"": ""30119"", ""type"": ""AN06B023"", ""superclass"": ""ascending_neuron"", ""weight"": 204}, {""bodyId"": ""10460"", ""type"": ""DNa09"", ""superclass"": ""descending_neuron"", ""weight"": 158}, {""bodyId"": ""12030"", ""type"": ""DNg91"", ""superclass"": ""descending_neuron"", ""weight"": 126}]"
male-cns:v1.0,906111,MNad20,MNad20_R,腹部筋群,ad,vnc_motor,R,A9,AbNT,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,349,4463,"[{""bodyId"": ""903171"", ""type"": ""INXXX228"", ""superclass"": ""vnc_intrinsic"", ""weight"": 168}, {""bodyId"": ""803353"", ""type"": ""INXXX228"", ""superclass"": ""vnc_intrinsic"", ""weight"": 166}, {""bodyId"": ""906307"", ""type"": ""INXXX287"", ""superclass"": ""vnc_intrinsic"", ""weight"": 147}]"
male-cns:v1.0,906235,Sternal anterior rotator MN,Sternal anterior rotator MN_R,後脚筋群,hl,vnc_motor,R,T3,MetaLN,Reviewed,Sternal anterior rotator MN,thorax-coxa,coxa_anterior_movement,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A3 p17,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,1175,10974,"[{""bodyId"": ""800167"", ""type"": ""IN21A001"", ""superclass"": ""vnc_intrinsic"", ""weight"": 643}, {""bodyId"": ""801357"", ""type"": ""IN21A013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 372}, {""bodyId"": ""800722"", ""type"": ""IN08A006"", ""superclass"": ""vnc_intrinsic"", ""weight"": 335}]"
male-cns:v1.0,906520,MNad40,MNad40_L,腹部筋群,ad,vnc_motor,L,A1,AbN2,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,606,8587,"[{""bodyId"": ""802654"", ""type"": ""INXXX287"", ""superclass"": ""vnc_intrinsic"", ""weight"": 451}, {""bodyId"": ""802613"", ""type"": ""IN19A026"", ""superclass"": ""vnc_intrinsic"", ""weight"": 358}, {""bodyId"": ""802960"", ""type"": ""INXXX179"", ""superclass"": ""vnc_intrinsic"", ""weight"": 327}]"
male-cns:v1.0,906612,"DVMn 3a, b","DVMn 3a, b_L",翅・胸部筋群,wm,vnc_motor,L,T1,PDMNa,Reviewed,DVM3,,間接飛翔動力筋・翅挙上。非同期伸張活性化でDLMと拮抗,exact_type_label_bridge,AZE24,data/nonleg_muscle_evidence.csv,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。,not_measured,506,3805,"[{""bodyId"": ""805361"", ""type"": ""IN11B013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 119}, {""bodyId"": ""804732"", ""type"": ""IN11B013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 103}, {""bodyId"": ""806098"", ""type"": ""IN11B013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 97}]"
male-cns:v1.0,907256,Sternal posterior rotator MN,Sternal posterior rotator MN_R,後脚筋群,hl,vnc_motor,R,T3,MetaLN,Reviewed,Sternal posterior rotator MN,thorax-coxa,coxa_posterior_movement_or_axial_rotation,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A4 pp18-19,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,759,8522,"[{""bodyId"": ""800596"", ""type"": ""IN19A003"", ""superclass"": ""vnc_intrinsic"", ""weight"": 371}, {""bodyId"": ""802985"", ""type"": ""IN19A022"", ""superclass"": ""vnc_intrinsic"", ""weight"": 303}, {""bodyId"": ""801843"", ""type"": ""IN21A012"", ""superclass"": ""vnc_intrinsic"", ""weight"": 292}]"
male-cns:v1.0,907387,MNml77,MNml77_R,中脚筋群,ml,vnc_motor,R,T2,MesoLN,Reviewed,,unknown,unknown,muscle_unresolved,no_named_muscle_type,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。 旧MANC標的とのラベル差あり。legs/legacy_target_differences.csv参照。,not_measured,167,687,"[{""bodyId"": ""902439"", ""type"": ""IN03A007"", ""superclass"": ""vnc_intrinsic"", ""weight"": 67}, {""bodyId"": ""803075"", ""type"": ""IN17A058"", ""superclass"": ""vnc_intrinsic"", ""weight"": 27}, {""bodyId"": ""800438"", ""type"": ""IN26X001"", ""superclass"": ""vnc_intrinsic"", ""weight"": 22}]"
male-cns:v1.0,907422,MNml78,MNml78_L,中脚筋群,ml,vnc_motor,L,T2,MesoLN,Reviewed,,unknown,unknown,muscle_unresolved,no_named_muscle_type,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。 旧MANC標的とのラベル差あり。legs/legacy_target_differences.csv参照。,not_measured,190,588,"[{""bodyId"": ""800296"", ""type"": ""IN09A002"", ""superclass"": ""vnc_intrinsic"", ""weight"": 27}, {""bodyId"": ""902617"", ""type"": ""IN13B012"", ""superclass"": ""vnc_intrinsic"", ""weight"": 24}, {""bodyId"": ""804897"", ""type"": ""IN13B080"", ""superclass"": ""vnc_intrinsic"", ""weight"": 17}]"
